Currentid,Matchproid,Sampleid,Matchp,Matchid,Family,CurrentLat,CurrentLon,CurrentElev,MatchLat,MatchLon,MatchElev,dist_km,meanintra,MatchLatX,MatchLonY,polyarea,polyarea_xy,Matchp_prop
Catopsilia pomona,MABUT096-10,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT097-10,AVM_106,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT098-10,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT098-10,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT098-10,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,1
Catopsilia pomona,MABUT098-10,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT099-10,AVM_108,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT099-10,AVM_107,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT099-10,AVM_106,99.53,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9953
Catopsilia pomona,MABUT099-10,AVM_105,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT099-10,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT100-10,AVM_106,99.53,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.9,73.3833,2171,3235.753196,99.81409742,7112.602172,9767.476399,160.1130067,1341465.132,0.9953
Catopsilia pomona,MABUT151-10,AVM_106,99.53,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9953
Catopsilia pomona,MABUT152-10,AVM_106,99.53,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9953
Catopsilia pomona,MABUT152-10,AVM_108,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT152-10,AVM_105,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT152-10,AVM_107,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT152-10,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT175-10,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT176-10,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT176-10,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT176-10,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,1
Catopsilia pomona,MABUT176-10,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7,73.6833,1355,3203.149203,99.81409742,7122.564972,9799.620735,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT207-11,AVM_105,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,34.35,73.4667,748,3241.745265,99.81409742,7065.967378,9757.090369,160.1130067,1341465.132,0.9968
Catopsilia pomona,MABUT208-11,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,34.35,73.4667,748,3241.745265,99.81409742,7065.967378,9757.090369,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT208-11,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,34.35,73.4667,748,3241.745265,99.81409742,7065.967378,9757.090369,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT208-11,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,34.35,73.4667,748,3241.745265,99.81409742,7065.967378,9757.090369,160.1130067,1341465.132,1
Catopsilia pomona,MABUT208-11,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,34.35,73.4667,748,3241.745265,99.81409742,7065.967378,9757.090369,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT209-11,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,34.35,73.4667,748,3241.745265,99.81409742,7065.967378,9757.090369,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT210-11,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7167,73.05,562,3260.380844,99.81409742,7141.102545,9747.190693,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT210-11,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7167,73.05,562,3260.380844,99.81409742,7141.102545,9747.190693,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT210-11,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7167,73.05,562,3260.380844,99.81409742,7141.102545,9747.190693,160.1130067,1341465.132,0.9984
Catopsilia pomona,MABUT210-11,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,33.7167,73.05,562,3260.380844,99.81409742,7141.102545,9747.190693,160.1130067,1341465.132,1
Catopsilia pomona,SCBP092-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP092-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP092-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP092-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,1
Catopsilia pomona,SCBP189-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP189-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP189-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,1
Catopsilia pomona,SCBP189-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP218-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.557,114.058,,1050.156276,99.81409742,-8747.024341,8305.640801,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP348-15,AVM_106,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP349-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP351-15,AVM_106,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP352-15,AVM_106,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP354-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP355-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP355-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP355-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP355-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,1
Catopsilia pomona,SCBP356-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP356-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP356-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,1
Catopsilia pomona,SCBP356-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP438-15,AVM_106,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP445-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP445-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,1
Catopsilia pomona,SCBP445-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP445-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP446-15,AVM_108,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,1
Catopsilia pomona,SCBP505-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.551,114.074,,1051.814932,99.81409742,-8747.912509,8304.132807,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP559-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP642-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP643-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP643-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,1
Catopsilia pomona,SCBP643-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP643-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP655-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP655-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP655-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP655-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,1
Catopsilia pomona,SCBP656-15,AVM_106,99.5,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.995
Catopsilia pomona,SCBP657-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP659-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,1
Catopsilia pomona,SCBP659-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP659-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP659-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP665-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,1
Catopsilia pomona,SCBP665-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP665-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP665-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP666-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP667-15,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP668-15,AVM_106,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP683-15,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.552,114.059,,1050.270133,99.81409742,-8747.579337,8305.621348,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP721-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP722-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP722-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP722-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP722-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP723-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP723-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP723-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP723-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP725-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP726-15,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP727-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP746-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP746-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP746-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP746-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP747-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP747-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP747-15,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP748-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP748-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP748-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP748-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP749-15,AVM_106,99.53,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9953
Catopsilia pomona,SCBP749-15,AVM_109,99.68,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9968
Catopsilia pomona,SCBP750-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP750-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP750-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP750-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP752-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP752-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP752-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP752-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP758-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP758-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP758-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP758-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP761-15,AVM_106,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP777-15,AVM_105,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP777-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP777-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP777-15,AVM_107,100,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,1
Catopsilia pomona,SCBP801-15,AVM_109,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
Catopsilia pomona,SCBP801-15,AVM_108,99.84,Catopsilia pomona,Pieridae,22.4191,103.852,1300,22.522,114.021,,1046.433957,99.81409742,-8750.247672,8309.919638,160.1130067,1341465.132,0.9984
